"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015"
1,18555,149,3204,16992,10383,15649,1613,5124,3329,3059,4751,10648,1046,8879,19426
2,19811,9525,3858,7183,4479,2140,4018,4955,515,13129,17625,10443,11355,18854,13776
3,18320,2795,7163,3204,18040,6980,18019,8717,2448,8624,4235,16690,2778,10561,13251
4,5054,1343,293,3303,715,11399,4350,7389,16769,2160,19890,12026,19408,15617,15566
5,6112,817,152,6771,13671,8814,626,6347,18169,18195,11372,16014,1967,13124,1942
6,4238,13138,9912,1682,5333,5911,17029,15974,9102,11159,586,1726,5628,10903,2785
7,13332,8568,4417,16382,293,3192,17448,5224,7807,9363,12042,14840,14372,3860,8999
8,19510,17532,11696,13847,10526,13744,13633,6479,17905,17127,16639,2420,18292,12488,11599
9,12685,6570,5798,11009,16625,9623,1881,1325,3011,12928,19105,10983,7217,9137,3867
10,1215,4545,15665,19969,13557,526,18371,6760,1178,9476,5474,14632,4979,9384,9170
11,6048,12758,17612,5219,11210,2687,139,9634,11121,12559,8281,11895,14381,6474,6747
12,18072,1420,9377,2503,17726,18672,17932,19204,14953,16338,15946,8098,838,9298,9914
13,18773,124,7081,3629,13455,5490,6697,6416,12736,8358,3027,4994,11161,4139,18323
14,5404,6275,13873,12528,11222,14275,19965,16438,18395,17640,3174,7086,1489,769,18941
15,10943,7695,12561,16138,14877,8501,10512,11995,3912,3907,11771,4292,3000,17239,5254
16,4399,11816,6029,7520,6793,18568,17960,18361,5988,14604,16074,7273,12011,5675,2712
17,16249,18317,10837,17604,15253,9698,13159,7716,17324,2806,13352,5834,5175,4645,18949
18,12928,2981,6103,15102,11932,19242,3618,14501,11267,7428,9475,11138,15734,17850,18050
19,3648,16870,5528,7682,5377,2051,17306,11857,8022,12220,16428,2552,2297,8318,14134
20,1637,3242,14091,17002,4695,9763,7415,5141,5934,8512,2362,15845,18479,14178,5529
21,13208,2533,7849,14302,5606,10412,17225,13348,15435,9220,5345,7156,4014,3267,14933
22,1712,854,17700,19076,4999,5136,16334,9531,16429,5453,12379,3079,3459,8215,5586
23,7436,11515,8434,3742,1096,685,8259,16596,15168,19453,1442,15926,15781,8269,7359
24,19736,16590,18391,3131,8536,12406,14496,16634,8820,7098,15735,11132,15754,7878,4081
25,1772,19585,9595,16734,5251,9464,4040,1481,8407,11475,17022,9944,7041,4666,15762
26,4049,10744,12953,5773,2217,7584,2094,19621,1363,17608,12470,9484,15518,15674,4700
27,6598,19309,17453,1926,18219,17137,660,18709,18793,10025,12264,13624,14228,19084,18933
28,7091,6197,15249,5856,15581,18713,255,6214,13866,9329,12112,1222,15390,19695,9259
29,13584,14914,6317,8570,17675,7682,248,12957,13705,1877,11848,3193,9423,15438,3912
30,12158,7316,5554,8885,13880,16172,15096,14257,17477,18760,7168,6473,9330,7293,10372
31,1214,6932,1670,1713,3532,15429,2610,17789,479,1605,19947,7987,14188,233,9862
32,5025,18026,12638,9621,10710,19652,18786,8739,7527,14683,14825,4095,10896,17502,12403
33,12577,1726,4007,18365,2212,3715,12736,12466,325,13275,9779,18066,15885,7227,5852
34,17845,5329,9308,5155,16810,18446,3289,11070,14443,17046,16909,16944,12316,16270,11512
35,11303,10892,19276,17053,5665,7420,17369,8546,6938,3213,18313,796,7152,5265,10539
36,19825,5663,7893,11108,11691,4257,15108,8832,19183,14270,16351,4008,6280,18983,11831
37,15585,9654,6485,12292,16291,19789,532,4590,1106,4213,16409,4522,1687,1713,17986
38,5953,1713,2500,11096,10026,4302,10304,2360,1095,14446,221,11053,15019,13573,6529
39,12037,10641,4590,2511,8541,1172,8285,16607,7975,17540,6783,13362,3743,7787,18157
40,14003,17276,1611,7875,3890,1166,6028,7578,13628,8423,2124,18567,17959,14453,980
41,7836,14246,16199,16825,112,11211,13925,1601,11364,3451,13450,2233,14079,3338,10763
42,5512,11728,11245,9745,1115,207,5332,18398,7299,17852,8126,1998,16377,3867,2687
43,13806,2567,6638,9595,16322,19931,6110,14194,10144,1132,4622,12642,12376,4339,8560
44,18404,14597,17740,15006,8791,1652,17672,10871,18311,13793,13761,9254,11409,492,15435
45,10724,16001,2506,18604,1311,10265,5710,6091,2279,2106,14601,13649,14907,15046,14536
46,3266,3740,13234,14000,6517,19558,7307,12791,4309,10674,7921,17924,13516,5810,9336
47,11585,4223,15774,4484,19992,265,1539,18239,12608,2064,16444,10158,15211,14324,18773
48,18808,12662,1624,18554,13924,3449,8846,165,10544,16670,9852,11213,18718,10104,8855
49,5514,19807,1482,19674,10714,8080,4489,16914,15078,8988,6303,6990,15637,13872,16986
50,13466,2188,6759,3246,7531,14846,17032,12453,13938,402,9658,14846,8418,4544,8155
51,8500,11205,12519,18298,7999,3504,9337,15957,8179,12367,3245,12793,17381,11864,15105
52,7303,16419,19359,10768,14548,8049,19273,13528,10556,10482,15423,16979,16578,15601,8061
53,2483,1956,7259,5469,19483,9996,1119,11279,17777,9387,10436,6872,19534,14059,2936
54,2044,13298,232,11048,1449,8611,144,7294,8505,2798,5792,5664,2223,8738,1795
55,19983,7474,1511,11422,4094,5933,15802,10405,4138,18390,16574,16078,16873,6721,6336
56,19245,19624,12962,8488,4373,14512,16909,13201,3870,14809,9487,18943,6151,12417,18126
57,16758,4822,12454,10785,4865,18323,4577,15005,15425,8243,13135,446,15439,17579,5986
58,5798,6641,1698,2866,19029,1374,5044,15949,5261,8684,15043,5075,3985,9606,8854
59,3915,15136,16651,4720,16824,7458,13207,5919,13974,18392,15491,2642,558,11289,3511
60,4897,2660,2656,8505,18529,1148,5319,18821,14905,4078,16752,16531,6500,403,9961
61,16288,920,7583,7096,2296,12709,7075,7447,17452,1612,5038,16961,11784,19522,5512
62,7799,11341,12834,16681,11392,8181,4753,1077,15226,17691,6910,13202,13058,1615,10874
63,15039,5171,10770,1452,2872,2553,16011,14831,1202,17768,18267,16164,17074,17280,3360
64,17048,12310,14283,1530,11305,10582,10244,11503,8316,8767,19908,16085,3421,14411,10673
65,7440,5038,2999,15359,5662,15081,1181,17243,12140,17055,14261,15926,11945,2477,5616
66,18590,12111,6529,13129,1802,6407,4047,8215,11283,7859,8781,10106,17759,1880,7666
67,3110,3747,11589,14145,10860,9808,13034,1759,6243,10275,8765,5071,13638,13446,8134
68,8828,3923,19807,7828,13962,9691,5931,6227,15817,2954,13638,7377,152,7937,7575
69,7461,19976,4770,7435,3080,5131,13413,16567,2820,18942,14600,15037,17083,17301,14533
70,12101,13329,19009,7660,17899,14517,6250,14651,8149,7960,17176,7491,8940,15400,3823
71,7887,9669,4374,18924,15090,1054,15226,15524,10374,3774,18144,13070,11303,18687,5056
72,17848,10224,2726,19977,1819,8581,18511,9974,19392,17057,6659,10379,13204,10979,13919
73,7972,14914,497,6195,12574,15760,16665,145,14501,3494,4990,1562,2221,14488,16967
74,7643,15461,15200,5958,17672,19699,2601,10741,10793,14577,8799,2938,5842,15513,17952
75,8488,9074,2902,18397,17680,4583,19997,13355,15587,18189,6065,3358,1571,16085,8466
76,17811,18243,12355,18341,10326,2697,115,3365,1177,4789,18600,13726,19797,6929,6767
77,19247,11804,17812,6177,16693,301,17873,5040,1183,184,11496,15052,19809,942,19250
78,8389,18424,4791,13837,13596,5215,5891,11545,157,19466,6526,7708,5197,14279,11811
79,149,13938,9314,16650,14631,5399,5091,7742,14751,1562,7633,18355,4616,10629,8806
80,16634,9653,5429,13148,11314,12732,457,11988,15032,15487,14376,6224,3236,8633,1025
81,16893,12657,3057,9232,6625,4177,14081,7107,17152,17075,13388,10288,19412,1287,19176
82,1008,3089,18996,14362,5847,19493,2792,443,18744,3116,14624,4417,4397,14357,4186
83,16782,8240,13952,8317,13554,5197,13286,15408,4906,9731,14928,14853,7766,6665,16382
84,13920,13552,302,13407,6819,10358,724,12198,18925,19040,9171,661,16765,16373,8348
85,13622,1391,1555,19597,13184,102,12152,5629,4602,15507,10104,1122,5383,16510,2521
86,4305,5189,1901,12916,11228,7962,12369,13899,10219,14748,10800,15767,11410,4054,5313
87,7469,8556,1745,8718,941,7974,15981,2178,3814,19111,6520,3635,15763,4654,7531
88,7501,13219,6107,14558,4105,13178,2758,12601,515,10137,17714,11633,7756,2317,19699
89,12517,5662,12083,2562,6427,3016,5673,18587,19219,3129,14667,1724,2063,12979,6202
90,13307,16713,8620,2080,9571,7414,19905,17357,16799,6162,7276,11046,689,6833,5997
91,9281,5563,6224,17191,16396,3123,1635,18662,13270,6049,9042,4366,17012,14687,8620
92,1421,10767,16272,16126,16188,12099,12983,19497,7036,3337,9851,15554,699,8243,10784
93,14041,4394,10185,18104,11800,12087,9167,17621,8108,7052,8797,5421,12476,3827,14310
94,7386,8836,5898,7931,17480,989,16232,12330,5673,2602,1767,483,16983,4967,1562
95,13087,12003,1117,13627,367,4060,2730,19516,12396,4183,10541,10420,13222,11690,164
96,6304,6024,1401,14281,14579,7211,17681,12671,3150,12119,5388,7917,11221,13841,3062
97,1668,5794,12008,14627,11200,11814,14849,5667,15526,12124,17649,5387,5529,3036,17798
98,13360,7739,2932,11751,15219,19874,3786,16830,6599,18510,19949,11066,4268,18636,18532
99,2935,6112,5359,16213,2443,2681,17901,6136,10277,4877,13178,17414,6255,5773,12574
100,9623,17720,1930,13492,5989,9175,5681,1068,15580,2267,17411,15787,17513,14333,13579
101,8630,13232,12265,9631,12709,13649,13514,16016,549,9385,3466,4712,10036,13322,16271
102,12645,15534,6712,4140,6553,19439,1233,12691,9831,12096,17667,19944,5492,15593,17325
103,14580,8836,10152,14243,5636,825,3603,14619,17581,19208,8868,9049,5349,1040,7936
104,15074,18791,4727,3886,4188,17097,15247,14064,6017,17548,11631,7302,11226,6846,16599
105,301,6849,10317,16766,18639,1788,11715,18182,13365,9510,5551,5186,12996,2229,16292
106,18683,19127,6731,14127,6544,12463,9942,14325,2685,7779,15761,9614,5303,14661,16743
107,7409,14250,18419,12207,1481,17210,3694,5791,6449,12138,11859,10443,6428,9720,13434
108,4872,14761,17276,10264,9194,14892,7970,15717,13922,13305,9506,19253,174,6204,12436
109,5378,5426,19998,18126,17038,15191,11994,10925,7359,8316,10566,5657,5087,19293,17280
110,18498,6395,19579,12929,851,12029,14986,10323,15196,4478,15451,11795,13422,17024,11701
111,10090,19362,15818,4367,11079,15219,8656,10891,12728,3370,14390,3247,6187,2493,6216
112,2032,19729,6794,19470,9903,13702,11790,5323,14654,12727,5332,5152,11676,9568,3975
113,13288,13487,15725,3963,928,18483,6689,1810,13180,3315,1487,10508,16979,146,13707
114,4774,12044,9831,15049,15427,1950,10067,3188,17447,6037,15296,9629,6439,5677,7397
115,19085,18178,4143,17470,16922,7855,7795,16902,11006,3220,5903,18972,3612,5809,2169
116,19912,5905,18262,18056,1447,15021,15233,5964,13602,16394,8919,19533,19204,16160,926
117,1106,14544,14890,6389,1550,5656,12827,7614,207,13423,127,16357,9919,11721,12716
118,2982,16572,13891,12493,8919,7748,3467,1845,13944,2452,7459,10794,4735,2613,17785
119,8590,5572,7528,5688,4824,7434,16712,11334,1995,5585,10003,14330,6101,8857,17670
120,10303,7197,15622,7074,3395,286,19843,10412,576,3651,19386,16464,679,15470,4597
