"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014"
1,9790,13676,11719,14351,11580,8790,6110,10900,13060,4159,12762,13759,16218,6101
2,4808,4711,13970,3517,8018,19057,10935,8969,113,11879,12917,1356,8564,1733
3,16084,13759,13331,10319,6704,10910,8685,6820,15721,13844,2287,5735,18280,9848
4,15597,12276,5545,3442,302,17470,432,8569,13869,19998,10260,19897,4570,15884
5,2370,12283,13204,19301,3249,18092,19754,14574,13931,1411,6638,16656,15963,10393
6,6973,18105,5260,3457,2146,3407,294,15884,9216,10649,14417,16947,10544,10531
7,11022,6784,8035,16843,10497,6116,3269,13496,17935,1721,4447,13046,6237,4321
8,383,11697,2057,14288,2775,15042,5053,7199,15683,417,10315,10054,3121,3770
9,16969,8174,17683,3259,17314,2463,724,8481,16072,9834,867,2433,19377,17708
10,6618,19511,12205,19364,11916,7621,19716,2889,13448,6395,19947,14968,8364,6098
11,12486,11704,3531,9402,16037,15866,3720,2986,19665,3637,3371,19239,10361,7471
12,6766,17011,2377,2276,19345,15236,17996,4093,410,15764,10637,7453,12713,17929
13,8164,16938,14878,17600,16695,11622,9632,556,284,9198,6752,19158,16947,13417
14,19642,4339,8892,12846,835,15959,4838,15727,16512,14520,2163,14603,6010,12801
15,15994,6711,3552,18349,7981,6546,14541,12169,692,13312,16975,118,19411,19306
16,19886,13598,2939,6779,19390,9077,15637,18514,6742,9423,14342,1258,13596,6748
17,12777,2085,808,6038,18310,10435,7671,10441,7728,3086,11573,12940,19349,1134
18,9085,12466,7184,3927,7531,16145,12541,6198,18813,5159,5228,11156,5407,15731
19,11908,15969,13571,686,1606,15435,11755,2538,18621,4159,15137,14725,6798,7797
20,15017,3920,7390,7686,1701,10075,18528,2898,6901,14893,11728,6366,16251,11855
21,6424,17913,16984,18265,16483,14866,14733,15760,784,7320,7260,920,13637,18820
22,4362,13729,5071,6152,10090,3733,13050,9909,5877,6579,16129,10115,16465,18813
23,9006,5795,4200,4578,15107,14815,8415,13274,14815,730,12718,14729,260,15196
24,15452,7390,3887,7870,16753,11844,14577,12708,14906,7074,14065,6896,16332,8525
25,9534,13414,7049,3840,19425,8185,7783,13731,2928,15033,18297,14703,10889,17540
26,645,8214,11860,15710,17477,10568,14361,14662,13741,15793,11073,4625,11140,488
27,15622,14110,18570,672,16324,13211,2457,17112,2936,15160,19203,8601,9655,391
28,12662,5857,11760,15376,4797,17387,2377,19199,6612,6190,18702,16603,11594,19168
29,2579,8179,12351,10907,13373,6353,4582,12684,7087,9876,10509,10173,1090,17913
30,4030,7932,10494,4607,16445,9402,12908,13551,17980,19670,4483,14800,8441,9647
31,9657,3929,662,5508,19311,12448,18578,1797,2332,17385,9183,15985,3895,16033
32,9681,15207,7142,4101,9229,12136,12930,16985,11662,18552,14419,10574,14086,19990
33,14903,4090,332,12945,554,16556,8178,6155,4031,12248,17739,10695,8321,7760
34,19640,5752,5090,14820,13709,8900,7635,468,14240,9292,895,17325,13776,12895
35,19685,6207,13264,14577,5260,10613,4018,5263,16582,10745,17265,13824,15186,16142
36,18073,3743,5100,18905,1777,3395,14437,5517,17556,15785,6044,10905,7323,19693
37,14868,16305,8801,12207,9772,11500,7530,17319,6162,928,1684,9184,1735,6162
38,8002,4898,13181,5457,10937,19545,4799,18496,12376,4359,7939,16904,9601,7905
39,5722,5707,16686,9395,11720,6015,13595,2684,16510,3195,2224,16102,11496,11907
40,15485,2241,13744,10886,1191,5874,2923,19939,1445,11491,16210,19107,16108,3953
41,15956,9133,18539,4231,19015,6346,4240,9064,6289,12475,13629,380,18422,10420
42,16816,15224,128,5152,18802,18507,14262,6327,6479,3246,18876,3033,16714,14443
43,1678,16102,12406,17899,13814,17473,14233,15343,15348,1222,12401,507,2858,3599
44,13294,6150,12976,17679,15320,11487,2672,6993,5144,12561,19663,6177,17219,9260
45,19121,7552,10114,9894,1712,7277,12673,2201,3448,16677,4622,838,19492,5619
46,14669,5647,1126,16113,3360,5584,18961,5898,10917,603,13789,17489,11681,372
47,9544,1703,18911,7573,18976,13010,7996,18393,15292,8045,1969,18296,8421,7904
48,7517,12249,17290,17465,14274,4720,9820,3565,2957,1183,2436,3347,13885,17156
49,17482,5302,8608,6352,15098,13829,1024,8832,12362,6668,2613,14585,12908,451
50,15397,18210,4113,2373,5496,6812,5450,8528,1981,137,2359,4810,14033,7150
51,16415,6121,8730,16692,11357,8086,8250,12598,13172,18549,8844,16611,18008,8975
52,9663,15018,18877,12456,5490,16435,656,3774,7276,10104,7292,982,16332,4909
53,11950,16536,16747,16718,1582,9639,344,2056,12652,8679,19432,9897,19970,13311
54,17795,18562,279,8529,9868,7019,13078,15786,9162,18694,11225,11320,14498,15581
55,19013,4424,16837,10194,7122,5814,9422,15173,4144,12948,5300,16336,5554,4288
56,19110,14413,5011,10741,19171,17271,8924,14757,16729,17469,4171,6377,13440,6120
57,6314,12297,4711,8698,15137,14751,17402,3013,4972,10273,16197,15928,8394,17428
58,17091,7030,16322,10572,2488,4493,3464,9243,14694,1712,10999,17776,15550,16736
59,12190,6296,17001,6321,9740,19636,7635,19921,17478,5713,5962,1049,9711,11734
60,17226,19268,4372,17610,4568,8479,10021,9872,5458,16104,10536,4741,17703,14011
61,4478,17275,7869,1926,13190,9985,14479,2794,8106,17441,14685,4262,6862,16063
62,2105,3339,7691,9302,10011,18510,5496,9612,3809,6244,2951,11833,15785,16382
63,10540,1963,7984,9833,14018,18555,17635,1621,10600,10991,2777,17076,13823,9907
64,18553,17752,15264,11298,14287,12127,18547,9266,10466,5920,1143,19522,3072,13677
65,12983,18240,9611,8663,6470,6116,17799,6432,14952,2806,2834,1090,765,490
66,8036,7710,577,8485,14805,3399,13947,6310,14126,19974,3401,19502,8715,8078
67,10756,9030,12453,9995,11912,3554,3577,7235,18711,8182,7932,18430,18376,19120
68,614,15967,4779,6574,16791,17515,1879,17507,11579,7500,3965,2372,4531,4480
69,14870,18141,4273,10107,15470,12640,15714,7175,9927,6595,2895,14964,7252,15173
70,15563,5357,12056,604,5979,3724,6507,6708,2985,2226,4794,18983,17199,2105
71,9185,10621,9358,18277,1273,13656,6034,13682,1312,15956,6723,13328,17686,2388
72,12634,19936,5850,10290,739,2257,1711,11068,17261,833,19891,1997,9662,15975
73,12283,626,628,16816,869,13338,17831,8829,17095,7632,4698,2879,17013,4896
74,8075,19513,5469,16366,15339,10276,1750,6994,891,18616,19499,343,8391,13950
75,19971,19582,13190,12331,15418,7736,4027,17997,3696,13764,11468,3015,10809,2343
76,8040,10996,14853,5233,10136,15409,11637,15760,19455,10371,19409,15172,19221,2720
77,19492,18952,16166,12001,10223,6938,4881,1690,10340,5347,5069,15614,16909,17213
78,4469,6919,4726,11562,14790,493,10712,17240,11624,14508,7354,1591,8294,6771
79,16651,15138,16291,2748,4216,9833,5164,9514,6087,16207,4025,16680,12269,11799
80,17598,15966,4458,5593,8009,6883,4998,7109,572,5845,273,6527,18836,6732
81,5895,2552,9158,12707,11724,17051,15076,15977,14046,19535,413,13651,13673,12739
82,18114,18177,9049,7605,11923,18611,19030,4509,13148,18928,8712,10703,6166,3050
83,18402,16673,17629,623,16015,8805,3274,14587,12172,16797,17881,2683,3723,11447
84,7487,12936,149,106,13365,11813,10936,8769,3018,9063,2456,18160,14472,11326
85,16430,15691,17462,15783,946,8240,6756,13018,7877,15756,1480,6949,16929,14952
86,9420,16859,19853,7076,573,14803,6849,11316,8675,4054,18806,12697,6805,2938
87,2608,18762,12072,18454,11105,6928,9614,11206,8938,13787,6420,19410,10280,2869
88,12058,7791,6666,4667,11918,1136,8721,19745,6316,5100,17517,16617,14285,3006
89,10827,17784,5057,13710,7643,13922,8644,7679,9303,8747,3667,2190,10018,1317
90,10329,17249,12106,14364,7293,7991,15770,1689,15797,13295,3752,813,14877,18373
91,12039,442,8616,3622,13699,9876,2595,18185,185,14874,10565,10920,7495,13418
92,16110,1294,16676,13069,17569,16056,10537,13944,11040,16856,17138,19233,1304,18506
93,14895,8977,13683,17916,13355,4696,10666,19356,17493,259,19650,6653,8906,16580
94,15327,2908,6599,11231,18259,10820,4745,17917,17536,1208,2760,15261,4661,6939
95,1828,1683,15008,9877,1077,13698,292,11437,18996,18013,6490,5406,4697,14841
96,3488,14642,19185,675,9194,4234,1737,4588,14360,4297,10032,11858,16320,11411
97,5780,9425,12809,19252,18940,6352,12400,2705,13268,17151,3922,9710,7407,4487
98,10589,3439,5499,10584,671,17198,11246,16220,14519,11437,12071,8342,18889,5570
99,10716,15362,14884,8758,13943,10513,19859,1734,6082,15465,13274,9663,11783,12498
100,7815,16762,9978,5729,12047,10033,7129,1984,15208,14425,14889,2845,11338,3807
101,10460,18080,14650,17830,8846,17773,17996,4362,16042,16756,13048,9797,11169,670
102,9875,3607,12468,3127,17109,4555,7005,5899,12354,203,1662,9948,10388,15948
103,9768,18250,18927,4746,18234,12571,12099,5752,12507,4893,19875,6916,2693,13417
104,11983,4073,19742,10171,9606,15253,2570,14483,4804,4552,706,1542,10539,16007
105,18460,1014,4538,9670,7549,12208,9075,10937,14178,4538,5703,5831,11864,16175
106,1018,1111,8346,19838,4934,17563,8746,12787,12466,8190,14313,17321,19405,13298
107,14534,1423,1288,17639,15408,15689,16661,15850,13286,10306,384,2104,18773,13546
108,9702,9711,4049,6453,8089,8951,4820,15941,16552,243,6051,18466,17642,12947
109,8496,6164,6627,15882,4864,8992,5876,18224,3695,16377,18968,7665,3654,16498
110,6819,16702,14096,6467,1523,6887,18594,12940,6525,10328,3518,1333,13182,6280
111,10737,14259,2754,12731,4030,19830,15981,2475,6344,10966,10212,1945,16616,13992
112,16918,9259,13606,853,19068,9505,16461,11518,7497,18216,5642,480,8990,2142
113,10549,18856,13553,5747,19650,19843,19195,9351,4175,3146,19277,14650,19740,18395
114,3049,7962,11098,1433,18051,13611,14958,13478,17044,17217,509,1214,18523,10627
115,14386,11305,9282,10379,12552,17170,19842,2441,10777,3325,8812,10522,10988,7673
116,16948,18451,6222,11826,11607,150,2008,13287,1345,17749,8285,8126,4497,15005
117,4681,17501,15514,4504,13396,13597,8570,6193,19996,1903,16459,2822,11618,13408
118,2506,19296,14585,7772,2870,2750,19500,395,8709,16831,16604,8207,8791,9660
119,14961,16172,13673,8369,18214,13060,11016,6673,13600,12973,18536,11708,6745,4548
120,2977,1373,1734,16597,12748,13382,3732,14745,6811,11983,3724,12867,2323,11284
121,19048,2459,17984,17824,11538,18195,8804,10753,9544,8899,9959,7625,3665,18071
122,3738,11658,8949,16201,18293,12336,17062,13318,4029,2701,2726,19644,14729,19364
123,15309,17826,9558,2521,7952,9161,14838,15890,7758,1173,15617,8183,6917,1428
124,2079,18010,8456,9176,6290,1259,8315,3507,14082,122,3285,6591,8256,9200
125,12074,3157,2140,1435,543,882,15140,6216,5953,1981,19077,18638,12649,3055
126,16565,15124,16319,17510,11723,18857,7523,7448,10380,9629,7095,16313,3203,611
127,19358,8218,9796,16176,3133,6159,17474,1248,10954,14477,11626,554,2050,13056
128,12977,9678,18042,2658,13413,14861,4313,7335,15509,14973,10486,14630,2217,1988
129,7389,16824,9944,723,16263,16451,16039,16902,4128,7996,10201,3887,14782,18293
130,17625,10752,8388,12112,1554,9958,7453,13038,5196,3700,9835,10591,13725,4818
131,2447,8105,7241,5126,5860,4228,1547,14922,12669,12458,10647,13974,19149,565
132,4418,11731,4281,11054,18213,1551,12352,19239,17852,8549,17665,1736,17843,15506
133,13965,13635,17030,15691,9995,12829,11258,1221,1328,6854,9041,17172,218,18309
134,8655,1187,676,10535,2108,9894,14332,3857,4593,201,17813,17723,4360,9055
135,13620,4824,7619,1640,18296,1026,6272,10599,12955,4723,12155,14511,6022,11461
136,15881,140,9311,12751,8649,7891,4164,15400,16490,12471,15474,5430,3997,5963
137,15428,7154,15617,11224,19006,14161,14343,852,12768,6684,10816,19763,3767,14737
138,6148,707,18691,17574,17236,13950,15089,570,17168,583,4032,17419,14518,7207
139,14488,7782,19660,16797,9158,7603,5032,766,3944,12929,7444,13269,10254,11906
140,2293,15978,15879,10728,5780,14286,12448,12225,11516,14440,4019,1563,18894,19814
141,1164,15718,18371,513,16323,3555,5614,12141,14288,13844,4988,7545,1840,2078
142,13300,18590,15097,2630,16481,16768,11104,19960,9190,13842,8867,3960,17688,3271
143,14524,4671,10448,14489,3504,5416,2692,2106,13054,9539,313,8364,18230,6971
