"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013"
1,2766,10587,5745,5167,13145,14761,19672,12119,6855,1526,11856,4023,15700
2,4223,4755,13897,5182,12235,4856,7998,16161,12254,15997,18612,8412,14614
3,19844,3336,9979,3286,17121,14486,8005,9977,17119,2000,6790,7356,8930
4,679,2779,12896,12783,6486,7793,8749,13691,11342,13443,16728,13877,2249
5,16707,12041,6436,4078,2648,8284,10115,8799,5430,9294,13781,6105,12397
6,2340,11044,19758,8181,17819,2598,17627,7304,15301,7232,18887,7581,19824
7,18034,5703,3875,17033,5266,11586,1128,679,19360,8000,16410,985,271
8,12946,719,13891,11313,6209,1731,16561,18597,17424,18046,15426,811,14254
9,5016,6694,3043,8994,12149,19679,16698,16621,7009,11627,5066,15201,13875
10,4092,15195,16485,14716,12517,17252,17921,9624,1012,19451,18167,4245,10475
11,9894,2089,8078,11901,3726,17148,10982,17620,16601,6975,5692,11699,259
12,11214,19280,6713,12978,19821,7935,7151,696,7980,18150,6877,7514,12729
13,220,15031,8295,7028,185,4219,9184,5412,11558,2202,18607,9552,9668
14,6342,12681,5248,13256,17898,10549,15722,17083,15890,2899,4413,16421,13979
15,14584,15622,10032,886,2092,16573,15675,9479,12037,5343,4677,10311,908
16,4509,7503,17996,11707,19549,631,17881,11817,8672,17505,4866,3587,4670
17,2853,790,13465,8335,3771,19948,810,9293,483,16445,15334,3138,1911
18,19166,5538,7503,18354,3763,2610,12982,10534,11450,13856,5784,6203,8953
19,16345,16479,6908,19428,16795,5062,4786,16065,6576,17224,839,16961,15184
20,19626,16789,18207,7733,18778,19047,7412,256,18783,17416,11163,18424,9843
21,3247,1811,16822,10573,14766,9732,7581,5796,17024,5868,4029,18917,16386
22,19651,15810,11934,12450,2492,13129,2000,19137,8021,17992,1552,2282,17437
23,11874,7897,18940,18691,9174,8087,2529,15743,17566,6399,6414,2435,14586
24,14349,13826,17173,3263,2202,1317,4223,15487,13832,4761,7840,18336,2613
25,16801,4321,7068,9159,1519,3959,3633,1688,6284,18656,18875,10313,6790
26,13868,9116,8663,852,9237,15556,8438,12407,19787,6987,15351,3558,10063
27,14923,166,12649,9242,3018,14761,5292,3537,18655,11470,16941,9612,19098
28,17642,15193,7871,5657,13850,13489,16092,10876,12596,13384,10788,3103,5650
29,18761,7732,3057,11684,8378,2413,1863,6824,2883,10385,16961,9656,14648
30,19488,7708,4846,2690,13339,15614,6555,12011,17385,490,18554,17438,3760
31,11812,5028,5973,12397,14743,17588,12034,7830,16830,14548,12823,12505,15356
32,9259,18594,14397,16584,14035,16801,13359,14388,12743,11147,5077,11841,1542
33,1351,17874,9343,16502,4260,11705,7791,6772,3602,9996,10310,8216,15408
34,12645,6361,4199,15646,18451,470,14720,9260,19790,10836,11163,1317,18329
35,1319,15497,13328,14324,1807,3267,11522,2125,13002,11931,5734,13696,1776
36,7451,828,7582,12791,19833,7118,16574,3703,2481,5082,1563,11543,9183
