"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013"
1,15626,8462,8954,8795,18997,18719,17303,16749,14448,19038,13750,15916,10072
2,5006,14539,7732,4359,833,4049,13280,9485,7858,4462,10587,15358,15485
3,5406,8126,18078,10934,7926,10054,18358,10917,15308,12209,12589,11524,8796
4,11570,14072,11940,9960,10052,5794,14584,846,10608,12250,18112,3991,2541
5,2805,8786,19481,6340,7570,16950,17433,4448,10823,10481,3722,8031,14184
6,3965,6342,8317,10458,19598,5305,14633,6353,19519,18073,19178,12067,9605
7,10722,17246,7964,8519,10259,17988,580,8864,2458,18305,7798,5516,13837
8,10994,15205,15567,6801,11703,16700,9293,2321,16087,838,16376,1790,10094
9,11032,9551,17379,9193,1386,19385,19490,16027,4181,13193,10330,3398,15681
10,7699,3695,14728,12603,19832,19263,12739,6064,6792,18772,3372,7656,18689
11,11296,10825,3311,12162,1299,17885,14319,6121,10011,19718,18038,4064,7023
12,5419,11625,16830,16974,1312,18051,10842,6198,3345,3683,3903,14373,1524
13,15985,3274,3068,857,13272,5084,11171,4540,12226,18042,7020,3344,14378
14,6213,11351,5392,17939,10709,1098,19671,1682,6457,6858,9246,4587,173
15,6664,12658,10671,10374,19670,18666,1849,15053,6689,12672,6373,15309,6195
16,8602,16508,15268,7607,11355,13514,5176,19193,2351,16853,19259,10280,13741
17,19795,5609,4755,5598,16369,19254,14612,18501,12892,4287,14205,17275,1062
18,5949,16395,12983,15008,15625,18892,18383,14092,2648,19657,9759,8998,6005
19,1505,5429,2766,5372,16581,1079,11807,10959,535,16261,3446,19188,18953
20,8838,17027,17696,7558,19349,13004,15576,817,4568,13483,11627,2864,11760
21,9519,328,10863,428,19098,11265,2203,8893,8010,14449,4078,6561,4007
22,14582,3768,19384,11695,11782,3419,8215,18765,3521,7990,3252,5358,11627
23,14341,13923,13230,15310,5745,16434,6367,5128,16252,16637,12167,11338,1352
24,5538,19669,15318,8349,10744,8158,14766,2695,166,3443,3138,9687,1786
25,8032,14553,2133,12508,5219,14720,14540,16482,7023,5399,3614,16306,18703
26,15007,17825,10682,9598,536,17957,1097,4846,9525,11215,15676,14123,7973
27,6719,12017,10769,15565,6779,11279,3131,6590,10303,3609,14767,232,2518
28,5416,4530,4154,11256,4010,8582,1620,18575,2357,10304,9092,390,5489
29,3763,6784,4001,1956,718,16437,16077,4991,4537,6885,15991,3483,15558
30,16213,7390,12417,14981,13610,17867,12795,5673,7751,11923,14623,2970,15244
31,6287,3112,3240,4442,16733,19829,12364,11428,7286,2713,4198,13684,13118
32,13010,8443,9913,4968,12137,3833,19729,759,17330,18801,4585,10091,4146
33,17544,18956,4165,11352,18380,1235,3600,5398,2897,3570,5847,8360,12872
34,7046,4479,19906,17249,5636,2698,4210,18503,1342,8033,7386,991,849
35,18151,14377,4562,16158,9864,11618,7635,5457,4490,11925,1813,9446,18395
36,12003,10995,15271,19227,15875,8107,11457,13759,7153,10010,2811,14993,10065
37,12387,8496,19831,11912,12887,6624,6608,19330,720,5804,10630,6443,19489
38,7371,8431,13152,13435,14294,7649,11730,3069,8265,3890,2968,18907,8252
39,5544,3210,7853,1683,17625,4179,13569,7117,19014,12232,11741,9058,2115
40,3749,12545,6894,19283,15271,18947,4134,6514,2403,7733,4902,2497,19084
41,9105,19184,12511,2000,3944,3510,17001,15589,13864,16261,13151,8162,3991
42,16888,13031,4600,17293,11373,2840,10245,1975,19625,1920,18559,12070,15198
43,18276,9360,19496,15094,2313,14420,1140,4569,2811,7339,2002,17135,10857
44,4101,7897,2466,18746,11583,7461,869,8683,9184,1684,19894,13331,7748
45,15486,4201,9219,19213,16152,4730,452,17059,3754,1555,16888,1254,11684
