"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014"
1,18885,12008,1315,18008,7789,3091,1468,19799,6035,15032,17432,10781,4581,6294
2,3898,8771,5979,15623,13519,11042,17363,2437,5890,13033,19589,17108,9911,19874
3,17239,17988,11961,10835,14627,16952,16377,8624,12664,16945,1259,3092,17561,9523
4,512,12937,2516,5951,8980,10888,12855,18481,9662,9844,13044,14398,426,3502
5,16128,8343,3468,7097,8455,14163,13529,4237,11283,12026,15579,7766,9721,9310
6,9971,17271,5093,11634,3298,17744,6191,2155,16762,5480,11758,8689,12037,9226
7,11826,6476,11500,7697,8239,2741,12839,13878,6561,12886,13494,4605,7759,19223
8,2313,8448,16047,16100,17001,14440,9163,5236,14553,8943,4265,4302,19663,1653
9,13697,2390,1705,15464,16918,14916,1048,3377,1527,5061,11276,8976,11039,972
10,12792,17932,15286,17508,701,12555,12282,11368,14148,16010,1312,11046,13540,4799
11,6870,7196,7381,10465,3979,14896,9769,12727,12714,8231,9321,4607,11625,4841
12,6110,13380,17677,5389,10234,627,2456,14901,18947,7045,5059,1211,15329,12653
13,14559,9770,15482,16657,11170,4272,12886,3403,7535,7958,12529,16142,3006,6687
14,14247,7851,13040,17178,5966,10082,2327,2918,5878,800,18143,6890,16674,11882
15,11287,19521,4634,11180,9068,6852,5502,446,7603,6840,18585,19226,19346,8811
16,17844,11683,7220,19808,13520,18382,9167,6502,17799,5932,1344,2583,2417,19719
17,1909,11132,14865,10189,17963,2428,15012,1471,17080,3340,14206,10658,11173,11794
18,17763,17211,1990,5891,14006,14443,4300,13585,8617,15315,6732,15613,13886,10197
19,16850,18938,3614,19087,12044,8232,1975,17267,3047,15649,16868,10280,4722,15184
20,7330,1249,16426,11382,13408,5782,7468,13369,14954,11710,8875,15857,8190,11860
21,15512,19018,6701,16988,15659,3271,11609,12260,14733,12565,736,17709,12628,2803
22,18269,16666,3303,908,12827,17329,16603,18888,12617,16039,15730,14684,10233,16887
23,16174,12122,5617,4634,1336,10245,14117,5324,4494,17942,10172,17411,8861,6285
24,8391,15021,4413,17986,7596,10419,560,3255,7541,5852,14689,17257,19044,16795
25,11470,2630,19921,18282,4483,6223,18844,15532,4590,4626,3451,2548,19333,733
26,6792,7315,16815,12527,3382,17697,12941,19083,15956,5283,3585,1601,9383,15151
27,853,16108,18953,14466,8374,13110,157,18548,14120,1176,2976,15184,6382,17923
28,4647,10708,4272,6075,13352,15859,7362,13136,5155,11238,11395,19414,15523,2886
29,4213,5696,19041,11835,11565,14411,11819,17875,3560,19254,7740,11706,8094,19288
30,9361,2548,1823,13765,15105,11922,382,4962,6550,10171,2565,12817,19769,17462
31,12420,19620,5655,4980,19255,15874,8799,1325,12909,14000,13040,9660,3574,6422
32,15667,5139,8462,6928,13123,7514,16589,13710,2266,2631,13661,16324,19921,13435
33,15987,1894,11814,16752,579,2280,13199,19675,14258,17156,1355,13587,16458,15673
34,3848,13692,17988,8694,226,16735,15444,5876,19254,12441,11933,7367,14636,2680
35,12170,14970,9637,5829,16844,13459,10762,9836,12747,13583,816,17799,12831,5505
36,13367,15094,9873,1975,3964,317,16381,5421,3600,13341,5110,11127,189,205
37,13656,1717,16364,12237,18536,3651,6046,9064,14853,14348,14302,15729,11868,18715
38,8734,17786,8015,1851,8723,11027,17824,965,8579,12758,5073,3184,19517,9499
39,6639,8495,4054,2623,15807,11229,300,13415,8960,11567,464,5634,618,17201
40,13685,7231,10653,19534,11111,13959,5603,3485,11041,9981,14462,17803,1707,9606
41,12362,1043,3545,7003,11304,17891,2062,9496,11058,15988,11713,12481,2218,15642
42,14887,17841,10482,13197,7314,565,6588,11154,18043,1980,9154,18890,10382,11411
43,18029,3197,9072,11324,14132,16510,6826,4839,8160,2027,1288,8956,12495,17745
44,12858,16478,14166,6439,11064,1423,6156,15295,8306,3088,18744,11226,7076,16742
45,14900,8069,15138,13881,7466,11699,11349,13706,1177,12993,10653,17397,15152,15037
46,16677,7295,3106,18005,6161,10119,13520,13337,11096,8051,7884,4839,12364,4323
47,2104,15307,11419,11067,18741,5850,12787,2394,18008,17132,8998,14321,1881,15975
48,3376,11635,11135,2126,16395,16471,3004,14877,7700,14312,17317,2007,16754,4962
49,16483,8452,10414,7756,19755,17736,11581,16600,12272,459,1570,11877,1588,949
50,9062,5295,7292,16318,4843,4878,7106,3870,2504,5823,3661,2258,12582,3410
51,3992,14947,4611,12650,17065,11384,17078,16796,14274,2500,17399,5709,19357,1430
52,2441,4832,10622,13911,13845,2030,13261,10734,1225,17484,4586,4613,3911,11497
53,1436,18913,17924,8955,14519,15810,7082,11028,16679,8523,11390,2646,7933,16077
54,12728,14410,8251,6922,13180,11450,17942,10205,12556,18796,2904,8394,4254,1874
55,4237,16187,349,410,981,4634,8458,1044,13557,3184,11664,19505,10563,1976
56,143,4135,10666,6343,11491,1313,18519,17942,1583,14143,716,16229,4819,19392
57,7428,8247,12704,14831,4840,3347,14178,10053,4736,9812,5448,2763,13690,18244
58,6775,8523,13718,19261,18136,2056,13778,6469,5239,2418,10456,5751,14083,10459
59,8154,6869,9219,9425,17982,3154,16831,19631,15232,17574,8330,11573,14299,6240
60,19934,14473,6075,8134,2830,17681,5338,292,2317,8084,2296,3982,12515,1627
61,4093,19633,19246,13949,1024,4736,8917,11846,4892,5481,12411,9777,19418,14029
62,19009,1297,1056,4563,1040,2253,15372,9679,19127,12896,2658,9421,10292,15078
63,13695,12577,1785,15102,3318,7788,11363,2718,12271,4710,6297,4814,4688,15361
64,7404,3934,2879,14811,1019,8198,15761,2673,372,3037,13846,16116,17161,1585
65,8913,17878,16351,1155,9322,221,12685,3916,6041,4137,6653,6390,11224,9364
66,1757,16366,18318,16066,6401,16072,4088,10220,13871,770,10048,14918,11450,2285
67,16421,18198,3854,7316,16238,12839,19053,12223,14437,14985,1551,11766,7897,8422
68,18236,19654,16141,13676,19602,14757,15884,7982,18217,13741,8919,13239,7793,4121
69,10310,6667,13714,17187,8164,3130,11560,18378,10543,8947,12113,14850,3824,4028
70,17942,1071,16205,16671,11916,12674,9024,13679,11873,3635,2971,3877,16595,12748
71,15784,4658,12851,5770,7407,14424,9249,9374,1762,3465,14758,12366,19519,17288
72,3845,16523,8815,17245,11079,1353,18505,5455,2865,7631,8114,9784,19027,2374
73,10449,11132,17804,19145,14283,5531,11194,17257,2566,13225,11149,2003,9160,18374
74,17651,9518,11386,7260,6226,4507,340,9612,17895,11478,12016,9333,19243,9245
75,4482,14422,18058,17310,5961,14614,11271,3185,19179,13286,11084,14253,12739,14537
76,2554,1404,7204,4809,12333,4728,7018,19187,16208,15408,12644,2450,6455,10216
77,1146,1300,14453,18563,4222,17563,17524,4585,14458,5969,12624,2297,3523,17323
78,15538,17998,13492,4188,13067,19965,13274,10840,8525,12416,17483,14888,3151,6626
79,11259,11629,3450,11385,7381,12803,17535,14385,17000,12067,7090,13001,13315,17574
80,3598,17381,13617,13809,15800,1017,7235,18391,5933,18587,12908,6080,18868,14853
81,18905,9737,877,13383,6467,3192,3162,19794,16756,1902,18367,8248,15745,1983
82,8563,6167,5072,8594,5390,9208,3136,8543,7198,18000,13132,16730,8578,1385
83,17491,8533,10099,9794,8476,7583,6765,16133,6297,4490,1388,13563,7674,9648
84,11171,1977,9572,19344,6983,15941,16036,6569,7159,628,19955,559,15493,8161
85,14921,345,15975,5050,10365,1042,11941,17630,4710,11876,3268,9684,3362,12072
86,9658,11863,17370,7731,17167,12022,13769,4625,10266,9946,3951,12126,3316,19363
87,14786,8807,19699,7195,8282,5462,1755,15701,18609,4022,2343,10784,6629,1193
88,19222,10958,11224,9514,8648,17797,17749,5057,19890,13213,17395,15412,7215,18016
89,1178,8562,14868,11061,8981,16897,19367,4515,5857,5698,18693,10140,13002,3313
90,934,10305,11808,16969,793,19204,12895,168,712,2247,6806,9538,14360,16023
91,5342,1784,942,9249,15713,10394,14420,5050,12022,10135,6123,5635,6796,7195
92,11898,15297,3895,1412,11283,12918,13327,11212,2015,19759,14058,13390,4435,2012
93,13879,11664,7185,5933,2802,13429,3160,432,150,4343,8346,1477,7979,15056
94,5216,1364,17807,6959,16527,15140,4397,5933,3207,1613,18537,13724,11517,17366
95,13390,6120,19597,16138,15052,9158,5730,3850,17193,3492,10578,9010,5939,5853
96,4812,17789,12565,9904,10152,8520,17574,14412,3135,14227,6130,9907,15560,12841
97,8744,8640,8738,7039,11581,8445,11599,2099,11875,5805,17893,219,4472,12543
98,8235,7162,10337,1964,7410,9390,6733,19285,17631,12433,17835,705,12114,3275
99,12942,11770,9348,14664,212,19792,18158,8183,6456,13110,12289,14283,19553,9993
100,17736,1944,4406,9765,16124,11901,3734,14427,2326,10077,16360,18607,10553,18809
101,16258,3734,17110,3982,11465,15354,10756,17267,8579,8507,14626,5264,14290,18643
102,18109,4537,8682,19762,15356,10141,18860,15467,8929,16282,8093,19807,3177,16056
103,4381,17294,10583,15459,6568,7734,14317,5609,12763,2429,6407,1508,14994,6119
104,15902,8505,9398,17797,7899,7462,11769,13510,3823,18750,5736,18560,6736,12005
105,7061,6309,19598,13460,4572,15577,13895,10017,15581,9590,16852,16414,18456,10305
106,16980,12361,16632,15510,4005,3573,15212,8630,13025,6600,8523,18581,5011,4478
107,4783,16149,13454,7626,10600,13578,17871,19754,12011,11849,321,5414,2542,6169
108,4081,5092,18263,19004,19958,1849,15237,16914,3626,4660,10794,11148,14492,2192
109,17192,12837,8304,10054,5390,17982,8484,6111,5280,18657,11564,18290,4796,17481
110,18713,5341,12818,18103,14796,8546,11816,17999,16490,2211,4902,11229,12118,3482
111,8550,148,10438,9833,10058,11918,7003,15599,18871,17080,7924,15960,3279,5654
112,10472,19287,1306,6929,576,16206,15988,14475,1149,1955,2186,7735,8761,12518
113,8845,19331,11379,12141,19008,16444,9578,1223,17705,12933,19664,4011,4893,13586
114,19718,1013,1168,16443,15418,18301,19235,8551,16920,12778,14529,17437,16313,8371
115,11738,15230,6929,4577,13820,14967,4602,13262,8065,10607,3126,10614,7317,638
116,10616,19818,18312,7792,7799,13821,6995,18942,522,6837,10832,7729,19109,623
117,5047,11282,14315,18799,539,6997,9138,19218,11364,15751,10286,576,12063,18914
118,7194,2095,619,3092,1166,3584,4960,163,1804,5579,16019,4220,16083,9416
119,16983,12711,7378,19964,17452,15327,18637,9399,18613,13446,7516,9705,15476,9730
120,4388,13977,10692,3610,19483,9782,11578,13304,1474,2791,195,8688,18042,13390
121,9574,1516,2135,14853,16405,13069,12640,8568,11622,7466,7501,5664,19375,551
122,5960,19392,6279,18352,6196,4610,14799,11624,12425,12375,17379,8019,18139,8832
123,12321,19642,1577,13932,7567,5322,9691,17197,3843,1963,14411,13291,5655,1557
124,1672,5611,6393,14689,15056,7151,15012,17134,16422,14428,11767,4486,1385,6078
125,7768,3227,11931,14862,5232,18824,3177,6419,3642,14793,17828,8554,10135,12336
126,7727,14680,19579,14218,5547,10405,16317,3065,11788,5066,2444,3288,9199,1417
127,1561,474,9578,3387,2930,13687,2237,16677,2307,6079,14985,18997,2332,13628
128,16323,15308,3349,5655,2950,10960,11552,1233,7410,4999,16577,18496,10711,4524
129,12876,2983,8750,12008,12293,1076,6332,10754,5686,19724,10480,858,12081,15323
130,15652,12007,9430,16408,733,3231,8756,15110,11064,7411,5522,518,16294,6848
131,14470,8528,5819,1673,14445,11570,3348,7880,3603,8045,3959,15614,2577,1796
132,14624,8399,3437,11726,17321,2563,15244,4878,17423,12598,5517,17248,6562,1103
133,5008,1159,18538,13437,1884,12869,1480,17855,593,9502,3965,981,16810,13847
134,13808,19882,6417,12797,19661,12253,2991,19147,11139,1567,15753,9233,381,8479
135,6451,19216,13776,14484,3108,6823,5046,5141,7231,1396,15755,12672,11015,17998
136,4200,3023,16559,5392,7559,3481,18633,842,572,419,5438,17340,10650,12792
137,3487,5149,6287,18038,15270,9247,16737,11140,3229,17086,7416,17642,11417,13378
138,3761,11676,2146,2312,14859,398,4028,10571,6856,5557,17792,2596,3617,10604
139,6116,13302,1464,2181,13823,3243,17043,10245,963,4009,15534,1060,14980,10888
140,1918,15667,14230,4366,5082,13053,19367,12923,1454,3632,4851,11395,2495,14010
141,17884,3695,1756,15324,9286,5174,9079,15545,1382,8559,2617,12479,6577,17395
142,3374,10018,12359,18853,7226,2500,16198,6962,3177,3350,15467,17779,19635,19570
143,12768,17696,11090,7278,15592,6153,15731,4193,14517,11322,1671,19515,9681,5882
144,7670,5111,5884,19157,3822,18351,2580,8774,4588,17792,2720,13884,10108,5127
145,2863,18548,12376,1879,14038,14280,13059,2596,4029,1385,7807,5131,2123,2095
146,11383,2783,10038,16501,4616,4500,16533,9375,4304,12111,15270,3334,3066,4319
147,7884,7724,1600,14296,954,155,15404,6828,4556,4857,14430,14884,15744,12276
148,19523,15971,9454,4494,5756,12896,2298,15214,6184,18270,15381,18444,16498,9311
149,9527,17685,10752,12111,325,2718,8302,10623,15973,10582,6865,15001,635,4308
150,1368,18171,14532,18444,7879,11124,16792,5729,2279,4870,14221,5307,3251,7227
151,5408,6109,17915,18481,10834,15558,17163,13839,7688,10672,2901,18639,768,12541
152,12127,11930,11116,7684,688,12082,6741,12974,214,10704,13226,5289,17207,19613
153,14401,7025,3463,2480,12231,17108,15989,1475,15616,11636,17278,7072,18671,1434
154,4661,16544,10469,8501,8063,3644,11157,12990,8737,990,512,9135,5689,9315
155,9446,7768,5000,8603,5488,7194,14730,5545,391,18805,4644,8062,18224,17837
156,4770,4500,9858,13758,18495,1636,9911,14712,5802,17919,13713,5893,19012,14826
157,19662,16878,7326,19482,1358,849,9536,19612,18935,4497,19524,12392,13655,11419
158,7422,14219,5016,679,7176,8814,5040,3578,17546,18980,7658,2143,14393,14470
159,19421,10578,2907,2630,2273,16922,6918,453,4995,3571,16497,9861,14766,11050
160,4938,18927,2818,15868,13453,2966,15565,7560,8814,8518,5095,16574,10126,628
161,3686,11607,13605,5304,14113,18958,16909,8740,9339,8024,10486,18227,19992,11178
162,18926,10163,6537,18907,1986,13824,13549,12566,6856,2371,16964,2925,1713,12864
163,15226,1503,7968,18775,1919,18464,3358,7235,17513,12361,16145,15587,17856,17272
164,5787,9255,17966,1439,3457,17401,319,12108,10835,6218,3065,18560,19119,10679
165,4633,3319,16848,5709,9561,13365,5742,16811,7856,4665,15531,11848,3515,15877
166,11319,13703,19733,18967,9733,5888,13928,13502,5995,14067,11396,16111,7065,8880
167,590,10281,10881,16832,7430,10053,12781,13842,13702,8996,11711,6508,5009,6737
168,15954,12640,16902,4527,12170,18988,8102,2499,5467,1832,9989,16660,679,2898
169,8673,5187,12333,17185,10690,5493,12535,14106,16699,16948,19080,7177,8040,5066
170,17809,5113,7904,9982,11606,13560,12019,9737,10598,2168,17029,1497,6264,6084
171,6751,3764,1157,5933,7613,1697,8838,5156,8625,11225,11103,10465,10812,11492
172,15295,17429,3742,919,3533,2913,19426,11097,2097,2214,6880,18442,18796,3941
173,16980,10993,5375,7930,15602,16656,10117,12328,14901,15524,15604,18345,2949,18966
174,18234,9594,15716,12756,1895,1433,10276,11183,2693,13315,1970,10116,5622,4541
175,18337,11261,16283,12145,10900,13667,16828,17694,16400,13714,893,3965,6587,2204
176,1906,10531,9506,16693,8294,8281,19986,2383,18656,7034,12138,3572,17932,328
177,15541,17800,11244,6987,8675,8270,1103,16689,9822,13131,560,11468,15290,14299
178,17723,8716,9126,655,6479,17703,6576,316,2301,6226,13894,18277,18957,11128
179,19432,12393,6937,564,12322,12511,15168,15992,1505,11861,17165,13380,10721,16069
