"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015"
1,2610,14139,1234,14630,1261,15780,10015,1039,10419,3854,16478,1826,18921,19467,12616
2,8306,10208,12267,10830,9063,8703,7904,12973,13190,9018,11370,8439,2442,5374,13094
3,8293,2975,18654,19740,4730,12081,15783,11548,1146,2441,13875,6647,16458,9203,8402
4,19101,7356,12834,8955,18688,9507,12734,2863,15335,10156,18823,7667,11112,4142,10784
5,3674,2720,11243,4935,12617,9626,7356,14746,1732,13307,914,1465,7709,9230,1690
6,16174,13160,19124,18525,16081,15226,14356,10909,18998,5660,6739,15206,9589,14912,1102
7,18216,3046,5850,1249,18083,11775,16132,5277,19833,13474,18683,17453,15835,10254,16546
8,1607,5248,15344,16472,16524,19080,13910,3484,12313,6517,17080,18154,11841,7260,16979
9,9174,4846,2123,4134,10066,4626,1122,2276,4900,13498,6647,1685,10041,6041,19321
10,15205,2422,15770,19014,16167,16014,13846,14330,8876,11695,19162,3749,13720,5621,5467
11,11569,18558,12284,14568,11833,8081,19542,19673,17276,10245,16828,16307,5755,15237,1802
12,9788,5889,4728,4130,334,532,11287,17817,7072,11451,261,18580,1815,10744,15390
13,11297,19553,10415,4383,13657,4324,19120,10277,8260,9092,10552,1970,2001,10763,1097
14,2074,11782,7492,19675,11415,18477,7130,368,1311,9753,14428,9569,13551,4524,9193
15,10177,3663,7898,7463,15208,4194,7427,2628,3227,17086,10425,479,11705,10111,396
16,18334,9323,2225,19425,13801,419,1293,10998,19564,19542,5231,1600,15597,1286,6432
17,6928,9414,11325,16574,11522,15778,14979,5008,4621,3099,11079,175,19120,477,19868
18,747,8225,2325,3021,6954,7296,6932,6524,18522,3077,3610,1418,2665,13247,7698
19,14956,18352,7201,5803,17704,3358,614,9303,17911,10527,13704,11396,15506,11450,18718
20,16892,15741,7096,7454,6940,7759,14216,1698,15286,9756,2391,4175,5449,17957,14488
21,11420,2799,7049,7448,19809,7892,5119,4098,228,3588,9286,1843,2502,12620,15363
22,13877,600,4849,13993,10396,2855,4886,4791,18662,11501,16155,4526,17815,11733,506
23,18199,1792,7568,12201,10620,9277,17663,4806,3056,16483,17015,9828,19502,4102,5019
24,2502,15171,15375,6647,2903,16337,3144,16442,10583,1485,3077,15145,1426,18856,16832
25,16580,13509,8670,250,14537,18278,2388,10327,17287,9691,13545,4521,2432,6961,5124
26,11900,11591,800,16868,6506,12667,9710,10724,4795,8534,10811,16838,18261,13747,19132
27,4676,9093,7367,14357,4323,8683,10737,7248,13568,11062,17998,16609,11531,197,11464
28,2256,4565,2167,2488,13401,7869,1966,19733,3253,10041,12411,8279,12239,5454,9986
29,9246,9854,7262,14431,5507,13631,7796,13677,18202,189,14585,14301,17871,2501,18158
