"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015"
1,3589,9046,4471,13522,18988,16303,10809,13163,7192,8684,7983,14030,2250,9970,15369
2,17668,3024,7549,7313,8359,18509,11611,7000,6129,18752,3964,5635,10582,14669,14671
3,771,12751,11065,14969,14981,3820,17256,13917,887,18192,10481,6290,4779,3703,7278
4,12569,18548,9689,2901,3413,19921,8108,3408,13701,11409,10433,15957,17459,16799,12853
5,9796,2117,8927,6555,3196,1988,8384,481,7481,16689,706,13172,4477,12302,16730
6,6871,5936,5535,9549,4196,10749,19160,10981,2925,18639,4224,5340,17572,11558,4988
7,13211,18404,7727,15363,9446,8320,12155,4977,8886,5248,12552,13552,2047,15649,12536
8,14288,2876,9781,19359,13396,5252,16905,9192,15711,8635,11861,8308,3986,16853,6265
9,18401,19065,18685,17569,10586,7142,4811,15099,6661,1196,2991,15899,4946,10293,11730
10,16038,4186,8154,17154,18122,16362,11488,2082,7971,5000,14259,2732,5749,2706,18798
11,9202,2555,1362,1199,2866,16472,16727,6665,1677,2209,11488,3488,6061,14013,17561
12,4836,17973,16797,18581,8914,19155,5016,7747,9102,4281,7218,6750,6764,12520,18017
13,17905,4213,3415,8931,5855,1592,2338,5169,1691,18709,14089,9965,9365,11228,5479
14,8007,18462,12762,7028,16517,4653,4699,11948,3934,12605,16763,11596,18888,10500,12298
15,1602,4121,9577,3220,9542,17557,11532,6819,5554,17314,14197,8959,19914,12811,7457
16,7194,14582,19824,19814,17758,5516,19636,7642,3563,10510,10042,182,10906,9117,18275
17,7260,18808,6430,7422,2563,2944,18072,14927,618,3272,11616,19681,13918,760,7007
18,18952,5393,6170,5710,13574,16087,2336,18617,9409,16417,6787,4547,8934,12637,10540
19,2367,1723,6593,8320,14860,18280,11801,3399,15796,18714,18084,17053,11383,6943,17397
20,12472,11441,19983,6643,17702,1504,19160,12961,4915,4218,9751,16650,8928,10575,5336
21,3118,2569,930,1848,14748,11146,6813,13671,12584,8803,813,16103,6995,17217,3613
22,10244,5392,11240,9973,5781,13771,4299,18658,1399,1918,6705,3426,10502,6905,2644
23,6077,10449,13119,5245,16620,11598,8177,15186,4523,5869,15459,2209,12715,4076,12439
24,5909,14205,9535,13451,5008,3016,12419,13499,16168,18594,15349,19741,15128,3445,17014
25,11273,6545,12757,15580,8400,13123,5634,17459,19624,17075,14772,6804,15188,17053,16494
26,8067,10872,11708,12414,10024,15957,197,16153,6177,9124,2304,727,12338,3921,17829
27,3650,3585,9948,11979,19056,5479,12407,9187,12195,17875,7926,13506,14140,3963,7621
28,6709,18668,11870,6869,5487,16273,10711,13869,7493,19791,2173,11687,1548,13191,15398
29,4696,15514,17809,5300,16221,17636,13572,17339,4853,19882,8914,19209,10753,16883,10540
30,15123,14214,5453,2921,11978,6008,15018,432,14148,16266,952,2594,9804,5069,2778
31,17923,13962,9097,1038,609,14525,15741,16107,5741,16769,18133,2369,7493,18855,5373
32,18850,4722,14325,15111,320,5360,244,2908,2736,3300,11368,12217,8179,19580,309
33,17781,14864,7673,11065,17387,655,3838,8597,5658,3449,6551,19888,566,16775,17703
34,2445,2521,18543,14108,9509,4129,8669,9901,3507,9958,3267,9090,4951,10657,14572
35,16298,6863,17481,17726,19410,237,15907,2010,19947,13175,13100,2200,4575,2503,12089
36,8659,3796,6371,14056,12056,9126,15303,19578,10587,10269,13848,13324,13094,13786,13172
37,6156,16604,2159,11482,361,13581,4839,2548,18244,6836,15475,12567,10489,14190,17675
38,11492,2802,8421,1727,19508,17651,12489,18352,18873,2450,8438,15322,18415,14744,3393
39,19640,10430,8461,4148,9804,6315,5054,221,1155,8432,17059,4918,4252,9428,12569
40,969,7213,16278,4153,13310,12403,18003,8996,6397,9516,16912,7647,15347,8017,8523
41,2633,2775,3846,12988,10552,13132,15586,868,19958,5677,185,2298,12945,8247,16218
42,2605,3033,5504,6676,19735,18665,9058,12976,4863,17554,11414,916,19834,6948,9026
43,14700,15284,17463,4229,9763,7284,11211,6220,14465,11279,13356,9660,3743,15555,12711
44,6031,11905,17954,17381,775,4945,5969,8121,10266,9332,13482,8804,18689,18037,19185
45,13121,10441,11147,16274,1801,4301,3739,15791,11378,6737,6599,2237,6008,2989,4313
46,9671,19221,14321,13497,15951,2522,10757,16064,17456,14458,14461,15957,1752,12335,2369
47,9348,15543,16154,10653,18778,15780,1877,10227,4478,10614,13598,6789,8310,6132,2353
48,2379,5969,16715,3633,181,1751,3949,16945,13384,10844,5634,17985,3662,4438,15595
49,5362,497,17654,12642,15193,19467,1285,15636,19132,11198,5867,164,3713,1126,8892
50,11515,2742,5229,7505,17712,10923,6560,6851,5182,7250,19406,12080,17035,2566,8265
51,4967,673,13679,10070,8912,5266,15109,9932,11109,6238,15442,16634,14707,13088,9487
52,10516,14353,17848,1565,15309,19760,18972,1291,5105,8636,9557,390,13280,3621,11563
53,643,19256,9299,18349,15283,10146,12743,14576,15398,9875,8181,18037,6991,10652,3919
54,12188,6485,3385,12686,16142,17836,7609,3784,17856,5066,8104,1137,15661,8305,1681
