"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015"
1,9512,3023,5569,17405,11587,7735,5189,3534,7779,12804,7820,6036,8570,2877,9352
2,19362,9796,3503,17244,15517,11312,7721,5678,18934,18420,5499,9704,2394,17697,4608
3,19697,19780,18921,14250,8936,10078,17448,1763,7764,19070,17696,16155,9900,16028,15727
4,6910,2813,11572,11676,2676,5493,4709,15288,7770,15428,5782,17795,19471,1228,8512
5,16331,3561,1175,8879,6288,18497,4853,14898,17158,3213,949,8800,12285,10770,5888
6,9626,5924,14304,331,14725,1390,2761,17818,4540,3424,18712,10461,6101,4421,13645
7,11622,16843,3747,15991,8457,9530,16583,7857,4678,8011,12863,14868,457,19216,8825
8,10507,7273,9545,7645,11595,1261,11573,7249,5295,14544,2175,7936,16126,7299,9491
9,14441,6892,8697,10483,17742,3949,18420,5848,1629,11642,11241,11810,18067,5196,8040
10,522,11456,1061,11026,14703,3174,11523,14128,11345,5501,273,19391,18485,15352,16830
11,18180,17987,18142,2237,17289,1425,3784,15275,18542,3130,12952,2155,15839,1355,15333
12,10326,3930,7066,17432,8502,2680,19349,6866,19743,9277,8051,8287,7065,8760,9420
13,271,19738,8329,5496,16059,17321,5769,5790,12093,5394,11650,4578,10042,17186,12014
14,5649,16504,18648,16620,5496,11155,14825,18965,3750,3282,6133,2650,7448,3589,6114
15,14086,2633,11182,10741,7711,6150,1770,3800,9129,1361,8484,12891,10745,13782,4714
16,2449,6433,8311,11173,14796,4703,12666,1379,11516,15426,4061,6433,12196,18915,7564
17,4547,18797,3103,6319,10326,7817,9929,18190,1778,15784,5138,253,6407,11504,10028
18,17906,13705,12000,18834,8580,6761,12649,6162,2152,8832,5427,512,14501,19837,19227
19,16852,16492,6975,14798,13455,19686,6151,360,11300,6657,6462,725,2182,668,4359
20,6471,6362,14059,10732,11276,12464,5466,8149,15645,13024,8003,11572,11866,18141,6602
21,5044,7286,2209,7147,18617,10963,1732,18571,5035,6279,17195,7934,6871,16523,14948
22,13618,12621,5137,15111,4862,9821,19130,6697,8705,9276,16550,7365,5819,3359,12332
23,10316,17282,3562,5026,2870,13470,16846,19707,14976,2509,7800,12797,13273,13262,4014
24,2888,5033,16928,17007,3870,5715,10853,13970,7941,8655,7754,3308,18446,9962,16660
25,10740,18022,1627,15828,4037,9586,10344,17363,7399,9127,5481,4313,499,170,3897
26,6892,11719,3722,2396,4803,2585,7042,14952,2280,15741,14975,9780,19041,6438,12625
27,15042,12664,16190,1838,411,12976,19017,170,3683,8028,16257,9009,6088,9184,9049
28,11307,6587,6739,13242,5029,7152,6236,15488,9132,6604,7684,143,17056,17964,7946
29,2138,19264,16731,14134,13773,12668,15799,11801,19816,15188,4422,1729,8530,7042,5830
30,16137,19188,5063,18202,6711,8988,15016,13402,3423,7121,8299,11191,18236,9163,16273
31,4837,6859,17752,16700,16398,18665,16246,8693,12524,8660,18511,7709,10810,15766,7792
32,15457,10083,15840,446,7549,18369,10926,7311,16882,8315,12643,2269,11623,6595,1695
33,16480,3664,10851,17046,11068,2550,373,5042,6478,11377,18962,4654,3850,18680,16879
34,10215,5952,1751,1642,18657,2698,2388,17409,2441,15760,1781,9160,6196,14466,14737
35,18424,1327,14172,183,6271,7676,13872,7735,9316,9279,6344,19028,11003,19710,19517
36,14950,15460,6228,7187,5339,19383,4902,5848,2455,6912,18608,10771,12248,325,17298
37,14452,15126,16264,15099,18248,17043,18551,14877,10323,5763,11402,3971,19213,5297,1238
38,17115,10888,1216,11079,5552,16294,1738,18058,7053,6458,7574,2657,9598,10120,1233
39,13530,7312,17120,16025,14837,15459,2119,9030,2306,19140,18061,3982,303,1809,13235
40,6890,5276,17074,8867,11914,3784,19069,6271,15665,7345,18311,8537,7981,13965,4213
41,1388,16869,15775,2963,5997,9960,4379,3688,13819,7499,263,16588,13747,17673,1277
42,10627,16421,5922,19977,9906,17329,2961,5773,5428,16415,15624,10307,9244,7123,1456
43,6122,7195,11280,6541,12380,13762,19602,16017,10100,16065,11396,14465,864,7042,3957
44,16083,12337,2496,6475,4220,521,19679,12195,9900,3091,2816,12668,11289,11543,5582
45,13133,8848,4928,12664,5870,5801,9687,7044,19818,13565,18069,10233,10210,13400,3584
46,6946,16843,3152,16091,18453,12550,12197,2762,17847,4798,5447,4497,12029,14973,4697
